title,authors,publisher,published_date,description,page_count,categories,language,isbn_10,isbn_13,rating,ratings_count,source,subtitle,primary_category,final_category,search_query,collection_date,difficulty_level,programming_languages,key_topics
Mobile App Development,Jordan Mitchell,,2024-07-02,"When starting the thrilling path of creating your first mobile application, ""Mobile App Development: Crafting Innovative Digital Experiences: A Beginner's Guide to Building Your First Mobile Application"" is a must-have companion. Designed with novices in mind, this thorough manual simplifies the intricate process of developing apps into digestible, step-by-step instructions. From exploring various types of mobile applications to navigating the entire development process, this book is a practical",0,Computers,en,,9798330265022.0,0.0,0,Google Books,,,,,,,,
Sams Teach Yourself HTML5 Mobile Application Development in 24 Hours,Jennifer Kyrnin,Sams Publishing,2011-11-15,"In just 24 sessions of one hour or less, learn how to build rich, robust mobile apps that run on smartphones, tablets, and other devices and interact with users in powerful new ways. Using this book’s straightforward, step-by-step approach, you’ll master leading-edge practical skills you can use whether you’re developing for the iPad/iPhone or Android. Discover how to quickly build new mobile apps and upgrade older apps, provide cutting-edge media content, leverage advanced features ranging from",495,Computers,en,0132853302,9780132853309.0,0.0,0,Google Books,,,,,,,,
Mobile App Development,Noah Bailey,,2023-12-22,"Welcome to "" Mobile App Development: Mobile App Development 101- A Step-by-Step Guide for Beginners."" Mobile applications have become essential to our everyday lives in a time when interaction with screens comes mostly through touch and swipe gestures. Mobile applications, ranging from social networking to productivity tools and games to health apps, have completely changed how we engage with the digital world. Have you ever wondered, ""How do they create something like this?"" when browsing your ",0,,en,,9798869080035.0,0.0,0,Google Books,,,,,,,,
Learning Mobile App Development,"Jakob Iversen, Michael Eierman",Addison-Wesley,2013-12-17,"The Only Tutorial Covering BOTH iOS and Android—for students and professionals alike! Now, one book can help you master mobile app development with both market-leading platforms: Apple’s iOS and Google’s Android. Perfect for both students and professionals, Learning Mobile App Development is the only tutorial with complete parallel coverage of both iOS and Android. With this guide, you can master either platform, or both—and gain a deeper understanding of the issues associated with developing mo",464,Computers,en,0133489515,9780133489514.0,0.0,0,Google Books,,,,,,,,
Beginning Hybrid Mobile Application Development,Mahesh Panhale,Apress,2015-12-30,"Create HTML5, JQuery, and CSS3-based hybrid applications and deploy them on multiple mobile devices, including on Android, iOS and Windows Phone. This kind of application development has the edge over native application development. Beginning Hybrid Mobile Application Development shows you how you can convert existing web application into mobile applications with minimal effort. You’ll see how hybrid applications can give many web applications a larger audience by making them available as mobile",229,Computers,en,1484213149,9781484213148.0,0.0,0,Google Books,,,,,,,,
Modern Mobile App Development Techniques,Mr. Rohit Manglik,EduGorilla Publication,2024-03-04,"EduGorilla Publication is a trusted name in the education sector, committed to empowering learners with high-quality study materials and resources. Specializing in competitive exams and academic support, EduGorilla provides comprehensive and well-structured content tailored to meet the needs of students across various streams and levels.",233,Computers,en,936984080X,9789369840809.0,0.0,0,Google Books,,,,,,,,
Mobile Applications Development,"Tarkeshwar Barua, Ruchi Doshi, Kamal Kant Hiran, Avinash Sharma",Walter de Gruyter GmbH & Co KG,2025-05-06,"The book covers the concepts of Python programming language along with mobile application development. Starting from fundamentals, the book continues with the explanation of mobile app development using Kivy framework. All the chapters offer questions and exercises for to better understanding of the subject. This second revised and updated edition covers the most recent developments in Kivy since the publishing of the first edition.",347,Computers,en,3111294072,9783111294070.0,0.0,0,Google Books,,,,,,,,
"Mobile Applications Development - Simple Steps to Win, Insights and Opportunities for Maxing Out Success",Gerard Blokdijk,Complete Publishing,2015-09-27,"The one-stop-source powering Mobile applications development success, jam-packed with ready to use insights for results, loaded with all the data you need to decide how to gain and move ahead. Based on extensive research, this lays out the thinking of the most successful Mobile applications development knowledge experts, those who are adept at continually innovating and seeing opportunities. This is the first place to go for Mobile applications development innovation - INCLUDED are numerous real",204,Reference,en,1488897328,9781488897320.0,0.0,0,Google Books,,,,,,,,
Beginner Mobile App Development using MIT App Inventor 2,Lorna Timbah,Lorna Timbah,2020-02-01,"You want to make your own mobile app, but don’t know how to start? Struggling to learn programming? Don’t have time to learn? Struggle no more! Now you can build a mobile app with NO CODING! This step-by-step book with a focus on visual programming will help you jumpstart your mobile app development skills, and you will be able to create your first ever mobile app in just hours. As long as you know how to operate a computer and an Android smartphone, as well as able to read, write and count, you",57,Computers,en,9671624006,9789671624005.0,0.0,0,Google Books,,,,,,,,
"Mobile App Development - Simple Steps to Win, Insights and Opportunities for Maxing Out Success",Gerard Blokdijk,Complete Publishing,2015-09-27,"The one-stop-source powering Mobile App Development success, jam-packed with ready to use insights for results, loaded with all the data you need to decide how to gain and move ahead. Based on extensive research, this lays out the thinking of the most successful Mobile App Development knowledge experts, those who are adept at continually innovating and seeing opportunities. This is the first place to go for Mobile App Development innovation - INCLUDED are numerous real-world Mobile App Developme",148,Reference,en,1488897182,9781488897184.0,0.0,0,Google Books,,,,,,,,
Lean Mobile App Development,"Mike van Drongelen, Adam Dennis, Richard Garabedian, Alberto Gonzalez, Aravind Krishnaswamy",Packt Publishing Ltd,2017-11-28,"Develop lean iOS and Android apps using industry standard techniques and lean development practices. About This Book Build ready-to-deploy apps with less iterations and shorter development times Adopt the lean startup methodologies to develop iOS and Android apps that shine in the App Store This hands-on guide puts continuous innovation into practice to develop successful mobile apps Who This Book Is For This book is for developers, CTOs, and architects working for a startup or another kind of l",367,Computers,en,178646747X,9781786467478.0,0.0,0,Google Books,,,,,,,,
Handbook of Mobile Application Development: A Guide to Selecting the Right Engineering and Quality Features,"Mohamed Sarrab, Hafedh Al-Shihi, Naveen Safia",Bentham Science Publishers,2021-07-27,"This handbook is a concise yet complete guide to fundamental engineering requirements and quality characteristics that users, developers, and marketers of mobile applications should be aware of. It provides detailed definitions and descriptions of eight key software application features that are integral to the overall design and user experience goals, and which may often overlap with certain functionalities. The book explains the essential aspects of these features clearly to novice developers.",114,Computers,en,9814998257,9789814998253.0,0.0,0,Google Books,,,,,,,,
